Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
NXST,Nexstar Media Group Inc. Common Stock,$162.51,-9.29,-5.407%,6127999072.00,United States,2003,652538,Consumer Discretionary,Movies/Entertainment
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,$55.56,-0.74,-1.314%,3457999562.00,United States,2015,704132,Consumer Discretionary,Department/Specialty Retail Stores
PENN,PENN Entertainment Inc. Common Stock,$29.21,-0.93,-3.086%,4602341825.00,United States,1994,2327701,Consumer Discretionary,Movies/Entertainment
PLUG,Plug Power Inc. Common Stock,$13.02,-0.76,-5.515%,7589415561.00,United States,1999,15265883,Consumer Discretionary,Electrical Products
PSMT,PriceSmart Inc. Common Stock,$68.85,-0.61,-0.878%,2137855635.00,United States,,82275,Consumer Discretionary,Department/Specialty Retail Stores
PTON,Peloton Interactive Inc. Class A Common Stock,$12.74,-0.89,-6.53%,4408297998.00,United States,2019,9169672,Consumer Discretionary,Other Consumer Services
PZZA,Papa John's International Inc. Common Stock,$80.80,-2.07,-2.498%,2854514762.00,United States,1993,583354,Consumer Discretionary,Restaurants
QRTEB,Qurate Retail Inc. Series B Common Stock ,$5.57,-0.03,-0.536%,2128918835.00,United States,,4518,Consumer Discretionary,Catalog/Specialty Distribution
RCM,R1 RCM Inc. Common Stock,$13.59,-0.35,-2.511%,5662432680.00,United States,,1222714,Consumer Discretionary,Other Consumer Services
RRR,Red Rock Resorts Inc. Class A Common Stock,$44.18,-1.11,-2.451%,2562458511.00,United States,2016,626940,Consumer Discretionary,Recreational Games/Products/Toys
RUSHA,Rush Enterprises Inc. Common Stock Cl A,$55.04,-0.68,-1.22%,2995741668.00,United States,,106883,Consumer Discretionary,Other Specialty Stores
RUSHB,Rush Enterprises Inc. Class B,$57.48,-0.38,-0.657%,3128547076.00,United States,,5790,Consumer Discretionary,Other Specialty Stores
SFM,Sprouts Farmers Market Inc. Common Stock,$33.52,0.44,1.33%,3548174794.00,United States,2013,1247462,Consumer Discretionary,Specialty Foods
SHOO,Steven Madden Ltd. Common Stock,$34.80,-0.53,-1.50%,2710345139.00,United States,1993,824952,Consumer Discretionary,Shoe Manufacturing
SONO,Sonos Inc. Common Stock,$19.63,-0.15,-0.758%,2499838924.00,United States,2018,1135077,Consumer Discretionary,Consumer Electronics/Video Chains
STRA,Strategic Education Inc. Common Stock,$85.68,-0.35,-0.407%,2095189417.00,United States,1996,91319,Consumer Discretionary,Service to the Health Industry
THRM,Gentherm Inc Common Stock,$62.29,-1.71,-2.672%,2067907593.00,United States,,159356,Consumer Discretionary,Auto Parts:O.E.M.
TTEK,Tetra Tech Inc. Common Stock,$137.75,-0.34,-0.246%,7331900647.00,United States,1991,231742,Consumer Discretionary,Military/Government/Technical
TXRH,Texas Roadhouse Inc. Common Stock,$102.31,-2.10,-2.011%,6846048175.00,United States,2004,679406,Consumer Discretionary,Restaurants
ULCC,Frontier Group Holdings Inc. Common Stock,$11.14,-0.61,-5.191%,2425890214.00,United States,2021,1140838,Consumer Discretionary,Air Freight/Delivery Services
URBN,Urban Outfitters Inc. Common Stock,$26.83,-0.27,-0.996%,2473075373.00,United States,1993,1388985,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VC,Visteon Corporation Common Stock,$165.34,-5.94,-3.468%,4660949646.00,United States,,474851,Consumer Discretionary,Auto Parts:O.E.M.
VRRM,Verra Mobility Corporation Class A Common Stock,$17.37,-0.17,-0.969%,2603341048.00,United States,2017,1572889,Consumer Discretionary,Other Consumer Services
WEN,Wendy's Company (The) Common Stock,$21.08,-0.42,-1.953%,4490608781.00,United States,,5130068,Consumer Discretionary,Restaurants
WING,Wingstop Inc. Common Stock,$169.52,-1.04,-0.61%,5071424738.00,United States,2015,645044,Consumer Discretionary,Restaurants
Z,Zillow Group Inc. Class C Capital Stock,$39.36,-2.51,-5.995%,9223769370.00,United States,,2820089,Consumer Discretionary,Business Services
ZD,Ziff Davis Inc. Common Stock,$76.05,-1.75,-2.249%,3588918442.00,United States,,256072,Consumer Discretionary,Advertising
ZG,Zillow Group Inc. Class A Common Stock,$38.78,-2.30,-5.599%,9087850005.00,United States,2011,696708,Consumer Discretionary,Business Services
