Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
UEIC,Universal Electronics Inc. Common Stock,$9.86,-0.58,-5.556%,125267810.00,United States,1993,360465,Consumer Staples,Consumer Electronics/Appliances
VITL,Vital Farms Inc. Common Stock,$15.99,0.66,4.305%,651302745.00,United States,2020,541454,Consumer Staples,Farming/Seeds/Milling
VLGEA,Village Super Market Inc. Class A Common Stock,$23.48,-0.03,-0.128%,340751011.00,United States,,15488,Consumer Staples,Food Chains
VOXX,VOXX International Corporation Class A Common Stock,$11.77,0.08,0.684%,278021759.00,United States,,73152,Consumer Staples,Consumer Electronics/Appliances
VWE,Vintage Wine Estates Inc. Common Stock,$1.37,-0.02,-1.439%,84516744.00,United States,,288316,Consumer Staples,Beverages (Production/Distribution)
VWEWW,Vintage Wine Estates Inc. Warrants,$0.15,0.00,0.00%,0.00,United States,,15910,Consumer Staples,Beverages (Production/Distribution)
WEST,Westrock Coffee Company Common Stock,$11.01,-0.07,-0.632%,830184883.00,United States,,61545,Consumer Staples,Specialty Foods
WESTW,Westrock Coffee Company Warrants,$1.96,-0.04,-2.00%,0.00,United States,,37540,Consumer Staples,Specialty Foods
WTER,The Alkaline Water Company Inc. Common Stock,$0.1852,-0.0043,-2.269%,27411319.00,United States,,892218,Consumer Staples,Beverages (Production/Distribution)
WVVI,Willamette Valley Vineyards Inc. Common Stock,$6.35,-0.17,-2.607%,31524759.00,United States,,2396,Consumer Staples,Beverages (Production/Distribution)
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,$4.95,-0.065,-1.296%,0.00,United States,,2998,Consumer Staples,Beverages (Production/Distribution)
